REGION_NM,MON_YR,REGION,STATE,SECTOR,CATEGORY,FUEL,UTILITY,STATION,INST_CAP,PROGRAM_GENERATION,ACTUAL GENERATION
REG3,Apr-16,SOUTHERN,ANDHRA PRADESH,STATE,HYDRO,HYDRO,APGENCO,NAGARJUN SGR  TPD HPS,0,5,0
REG5,Apr-16,NORTH EASTERN,MEGHALAYA,STATE,HYDRO,HYDRO,MeECL,UMIAM HPS ST-IV,60,10,11.61
REG1,Apr-16,NORTHERN,DELHI,STATE,THERMAL,NATURAL GAS,IPGPCL,PRAGATI CCGT-III,1500,119,76.01
REG2,Apr-16,WESTERN,MAHARASHTRA,PVT,HYDRO,HYDRO,TATA MAH.,BHIRA PSS  HPS,150,0,32.8
REG3,Apr-16,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,IDUKKI  HPS.,780,232,239.79
REG2,Apr-16,WESTERN,MAHARASHTRA,PVT,THERMAL,COAL,JSWEL,JSW RATNAGIRI TPP,1200,708,747.87
REG4,Apr-16,EASTERN,ORISSA,PVT,THERMAL,COAL,SEL,STERLITE TPP,2400,718,730.55
REG3,Apr-16,SOUTHERN,ANDHRA PRADESH,PVT,THERMAL,COAL,SEPL,SIMHAPURI TPS,600,353,364.55
REG4,Apr-16,EASTERN,JHARKHAND,PVT,THERMAL,COAL,ADHUNIK,MAHADEV PRASAD STPP,540,234,304.06
REG2,Apr-16,WESTERN,MAHARASHTRA,PVT,THERMAL,COAL,VIP,BUTIBORI TPP,600,323,386.41
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,CENTRAL,HYDRO,HYDRO,NTPC Ltd.,KOLDAM HPS,800,190,118.3
REG4,Apr-16,EASTERN,JHARKHAND,CENTRAL,THERMAL,COAL,DVC,BOKARO TPS `A` EXP,500,0,0
REG1,Apr-16,NORTHERN,UTTARAKHAND,STATE,HYDRO,HYDRO,UJVNL,CHILLA  HPS,144,63,45.44
REG1,Apr-16,NORTHERN,PUNJAB,CENTRAL,HYDRO,HYDRO,BBMB,DEHAR H P S,990,224,231.78
REG1,Apr-16,NORTHERN,UTTARAKHAND,CENTRAL,HYDRO,HYDRO,NHPC,DHAULI GANGA  HPS,280,55,43.01
REG2,Apr-16,WESTERN,GUJARAT,CENTRAL,NUCLEAR,NUCLEAR,NPCIL,KAKRAPARA,440,270,0
REG2,Apr-16,WESTERN,MAHARASHTRA,STATE,HYDRO,HYDRO,MAHAGENCO,KOYNA-II  HPS,320,NA,63.82
REG3,Apr-16,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,PORINGALKUTTU  HPS.,32,7,2.63
REG5,Apr-16,NORTH EASTERN,MANIPUR,CENTRAL,HYDRO,HYDRO,NHPC,LOKTAK  HPS.,105,18,26.31
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,THERMAL,NATURAL GAS,TNGDCL,KOVIKALPAL CCPP,107.88,31,39.79
REG1,Apr-16,NORTHERN,DELHI,PVT,THERMAL,NATURAL GAS,NDPL,RITHALA CCPP,108,0,0
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,T B   DAM  HPS,36,0,2.79
REG3,Apr-16,SOUTHERN,KERALA,STATE,HYDRO,HYDRO,KSEB,PANNIAR  HPS.,30,0,9.22
REG1,Apr-16,NORTHERN,UTTAR PRADESH,PVT,THERMAL,COAL,BEPL,MAQSOODPUR TPS,90,30,56.29
REG1,Apr-16,NORTHERN,UTTAR PRADESH,PVT,THERMAL,COAL,BEPL,UTRAULA TPS,90,30,55.68
REG4,Apr-16,EASTERN,ORISSA,PVT,THERMAL,COAL,GMR ENERG,KAMALANGA TPS,1050,545,601.62
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,CENTRAL,HYDRO,HYDRO,NHPC,PARBATI-III HPS,520,30,32.12
REG3,Apr-16,SOUTHERN,ANDHRA PRADESH,STATE,HYDRO,HYDRO,APGENCO,NAGARJUN SGR RBC EXTN. HPS,0,0,0
REG4,Apr-16,EASTERN,JHARKHAND,CENTRAL,THERMAL,COAL,DVC,KODARMA TPP,1000,288,485.55
REG2,Apr-16,WESTERN,CHHATTISGARH,PVT,THERMAL,COAL,VVL,SALORA TPP,135,0,0
REG4,Apr-16,EASTERN,JHARKHAND,PVT,THERMAL,COAL,CPL,MAITRISHI USHA TPS,0,NA,0
REG1,Apr-16,NORTHERN,JAMMU AND KASHMIR,STATE,HYDRO,HYDRO,JKSPDC,BAGLIHAR II  HPS,450,0,77.73
REG2,Apr-16,WESTERN,MAHARASHTRA,CENTRAL,THERMAL,COAL,NTPC Ltd.,SOLAPUR,0,NA,0
REG2,Apr-16,WESTERN,CHHATTISGARH,PVT,THERMAL,COAL,ACPL,SINGHITARAI TPP,0,0,0
REG1,Apr-16,NORTHERN,JAMMU AND KASHMIR,CENTRAL,HYDRO,HYDRO,NHPC,KISHENGANGA HPS,0,0,0
REG1,Apr-16,NORTHERN,UTTAR PRADESH,STATE,HYDRO,HYDRO,UPJVNL,OBRA  HPS,99,10,6.74
REG1,Apr-16,NORTHERN,UTTARAKHAND,CENTRAL,HYDRO,HYDRO,THDC,TEHRI ST-1  HPS,1000,160,117.81
REG2,Apr-16,WESTERN,MAHARASHTRA,CENTRAL,NUCLEAR,NUCLEAR,NPCIL,TARAPUR,1400,869,869.35
REG3,Apr-16,SOUTHERN,KERALA,STATE,THERMAL,DIESEL,KSEB,KOZHIKODE DG,96,5,27.98
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,LIGANAMAKKI  HPS,55,11,9.86
REG1,Apr-16,NORTHERN,RAJASTHAN,STATE,HYDRO,HYDRO,RRVUNL,MAHI BAJAJ  HPS,140,12,4.75
REG1,Apr-16,NORTHERN,UTTARAKHAND,STATE,HYDRO,HYDRO,UJVNL,MANERI BHALI - I  HPS,90,38,26.39
REG3,Apr-16,SOUTHERN,TAMIL NADU,PVT,THERMAL,NATURAL GAS,PENNA,VALANTARVY CCPP,52.8,0,32.69
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,THERMAL,DIESEL,KPCL,YELHANKA (DG),127.92,0,0
REG5,Apr-16,NORTH EASTERN,ASSAM,STATE,THERMAL,COAL,APGPCL,CHANDRAPUR(ASSAM) TPS,60,0,0
REG1,Apr-16,NORTHERN,RAJASTHAN,CENTRAL,THERMAL,NATURAL GAS,NTPC Ltd.,ANTA CCPP,419.33,62,4.21
REG4,Apr-16,EASTERN,ORISSA,PVT,THERMAL,COAL,ICCL,ICCL (IMFA) IMP,0,24,7.36
REG3,Apr-16,SOUTHERN,ANDHRA PRADESH,STATE,THERMAL,NATURAL GAS,APEPDCL,JEGURUPADU PHASE I CCPP,235.4,0,29.17
REG4,Apr-16,EASTERN,WEST BENGAL,STATE,HYDRO,HYDRO,WBSEDCL,PURULIA PSS  HPS.,900,124,70.51
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,METTUR DAM  HPS.,50,4,5.92
REG1,Apr-16,NORTHERN,UTTAR PRADESH,CENTRAL,NUCLEAR,NUCLEAR,NPCIL,NARORA  A.P.S.,440,270,312.45
REG1,Apr-16,NORTHERN,UTTAR PRADESH,STATE,THERMAL,COAL,UPRVUNL,PANKI TPS,210,41,52.96
REG5,Apr-16,NORTH EASTERN,TRIPURA,STATE,THERMAL,NATURAL GAS,TSECL,BARAMURA GT,58.5,24,18.47
REG3,Apr-16,SOUTHERN,TELANGANA,STATE,HYDRO,HYDRO,TSGENCO,POCHAMPAD  HPS,27,2,0
REG1,Apr-16,NORTHERN,DELHI,STATE,THERMAL,NATURAL GAS,IPGPCL,PRAGATI CCPP,330.4,171,166.5
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,THERMAL,NATURAL GAS,TNGDCL,BASIN BRIDGE GT (Liq.),120,0,2.6
REG2,Apr-16,WESTERN,GOA,PVT,THERMAL,NATURAL GAS,RELIANCE,GOA CCPP (Liq.),48,0,0
REG3,Apr-16,SOUTHERN,KARNATAKA,STATE,HYDRO,HYDRO,KPCL,ALMATTI DPH  HPS,290,2,0.32
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,CENTRAL,HYDRO,HYDRO,SJVNL,RAMPUR HPS,412.02,82,85.99
REG4,Apr-16,EASTERN,WEST BENGAL,STATE,THERMAL,COAL,WBPDC,BAKRESWAR TPS,1050,559,707.19
REG1,Apr-16,NORTHERN,UTTAR PRADESH,PVT,THERMAL,COAL,RPSCL,ROSA TPP Ph-I,1200,711,819.6
REG4,Apr-16,EASTERN,WEST BENGAL,CENTRAL,HYDRO,HYDRO,NHPC,TEESTA LOW DAM-III HPS,132,35,28.76
REG1,Apr-16,NORTHERN,UTTAR PRADESH,PVT,THERMAL,COAL,LAPPL,ANPARA C TPS,1200,728,840.23
REG2,Apr-16,WESTERN,MADHYA PRADESH,PVT,THERMAL,COAL,JHAPL,SEIONI TPP,600,0,50.57
REG3,Apr-16,SOUTHERN,TAMIL NADU,STATE,HYDRO,HYDRO,TNGDCL,KODAYAR  HPS.,100,0,28.24
REG2,Apr-16,WESTERN,GUJARAT,STATE,HYDRO,HYDRO,GSECL,KADANA  HPS,240,7,7.61
REG1,Apr-16,NORTHERN,UTTAR PRADESH,PVT,THERMAL,COAL,BEPL,KHAMBARKHERA TPS,90,26,55.12
REG3,Apr-16,SOUTHERN,TAMIL NADU,CENTRAL,THERMAL,COAL,NLC,NEYVELI TPS- I,600,348,341.36
REG4,Apr-16,EASTERN,JHARKHAND,PVT,THERMAL,COAL,MPL,MAITHON RB TPP,1050,588,643.33
REG4,Apr-16,EASTERN,JHARKHAND,CENTRAL,THERMAL,COAL,DVC,BOKARO `B` TPS,630,168,175.2
REG4,Apr-16,EASTERN,JHARKHAND,CENTRAL,THERMAL,COAL,DVC,CHANDRAPURA(DVC) TPS,890,379,545.09
REG3,Apr-16,SOUTHERN,KERALA,PVT,THERMAL,NATURAL GAS,BSES(C),COCHIN CCPP (Liq.),174,0,0
REG1,Apr-16,NORTHERN,UTTARAKHAND,STATE,HYDRO,HYDRO,UJVNL,DHAKRANI  HPS,33.75,0,6.1
REG3,Apr-16,SOUTHERN,TAMIL NADU,CENTRAL,THERMAL,COAL,NLC,NEYVELI TPS-II EXP,500,295,106.59
REG2,Apr-16,WESTERN,MADHYA PRADESH,STATE,HYDRO,HYDRO,MPPGCL,BARGI  HPS,90,43,26.71
REG4,Apr-16,EASTERN,ORISSA,STATE,HYDRO,HYDRO,OHPC,UPPER  INDRAVATI  HPS.,600,90,94.29
REG3,Apr-16,SOUTHERN,PUDUCHERRY,STATE,THERMAL,NATURAL GAS,"P&ED, Pudu.",KARAIKAL CCPP,32.5,20,20.87
REG2,Apr-16,WESTERN,GUJARAT,STATE,THERMAL,COAL,GSECL,UKAI TPS,1350,510,321.99
REG2,Apr-16,WESTERN,MADHYA PRADESH,PVT,HYDRO,HYDRO,SMHPCL,MAHESHWAR HPS,0,NA,0
REG2,Apr-16,WESTERN,MADHYA PRADESH,PVT,THERMAL,COAL,JPPVL,BINA TPS,500,206,0
REG3,Apr-16,SOUTHERN,TELANGANA,STATE,HYDRO,HYDRO,TSGENCO,PULICHINTALA HPS,0,0,0
REG2,Apr-16,WESTERN,GUJARAT,STATE,THERMAL,NATURAL GAS,GSEGL,HAZIRA CCPP EXT,351,0,0
REG1,Apr-16,NORTHERN,JAMMU AND KASHMIR,CENTRAL,HYDRO,HYDRO,NHPC,NIMMO BAZGO HPS,45,6,8.13
REG2,Apr-16,WESTERN,CHHATTISGARH,PVT,THERMAL,COAL,ACB,KASAIPALLI TPP,270,164,160.12
REG1,Apr-16,NORTHERN,HIMACHAL PRADESH,STATE,HYDRO,HYDRO,HPPCL,KASHANG INTEGRATED HPS,0,12,0
REG3,Apr-16,SOUTHERN,TAMIL NADU,PVT,THERMAL,COAL,ITPCL,ITPCL TPP,1200,149,225.06
REG1,Apr-16,NORTHERN,UTTARAKHAND,PVT,THERMAL,NATURAL GAS,SrEPL,KASHIPUR CCPP,0,0,0
REG2,Apr-16,WESTERN,MAHARASHTRA,PVT,THERMAL,NATURAL GAS,PGPL,MANGAON CCPP,0,0,0
REG4,Apr-16,EASTERN,BIHAR,CENTRAL,THERMAL,COAL,NTPC Ltd.,BARH I,0,NA,0
